,y
13158,1
4603,1
6524,1
41823,0
23004,1
39032,0
525,1
9951,1
22531,1
5134,1
13324,1
22151,1
22314,1
14945,1
37554,0
20359,1
1706,1
10515,1
8311,1
137,1
29298,0
46025,0
1798,1
33994,0
24329,1
31556,0
49673,0
10427,1
41732,0
46637,0
31127,0
29568,0
12364,1
39991,0
34815,0
9555,1
1213,1
18943,1
40190,0
30132,0
13184,1
18206,1
44192,0
49507,0
43018,0
50783,0
6167,1
36334,0
19956,1
33627,0
4565,1
5559,1
20057,1
44395,0
33399,0
13907,1
22973,1
10901,1
25654,0
23607,1
46896,0
6468,1
19591,1
5587,1
37075,0
50231,0
2644,1
22975,1
34571,0
31010,0
32529,0
10611,1
26150,0
9934,1
37393,0
3381,1
30601,0
9893,1
32404,0
25958,0
11558,1
25999,0
35998,0
13131,1
28045,0
22712,1
31281,0
4077,1
5521,1
15601,1
21990,1
47278,0
14537,1
8569,1
50411,0
2548,1
2226,1
43023,0
15614,1
32870,0
5763,1
43686,0
46971,0
27393,0
47298,0
15792,1
49633,0
3075,1
3725,1
31260,0
38920,0
1156,1
16120,1
42510,0
14199,1
10015,1
39429,0
42245,0
36613,0
20501,1
39317,0
35057,0
3613,1
29016,0
44643,0
6109,1
29845,0
37520,0
2219,1
23844,1
35287,0
34980,0
28036,0
16153,1
22227,1
43334,0
31396,0
36702,0
29747,0
12656,1
27946,0
40564,0
12477,1
45226,0
31580,0
31622,0
17520,1
30511,0
50632,0
19977,1
8490,1
36055,0
36050,0
35365,0
3923,1
43671,0
15191,1
50608,0
50270,0
35629,0
38376,0
12604,1
10030,1
26182,0
42071,0
50503,0
50017,0
26902,0
40382,0
1626,1
21337,1
27347,0
7995,1
11351,1
12360,1
10238,1
17155,1
2648,1
9001,1
27427,0
11204,1
3078,1
12087,1
27206,0
13336,1
46552,0
16845,1
7078,1
33885,0
17003,1
43089,0
32406,0
11728,1
5700,1
44637,0
14540,1
49980,0
49878,0
47149,0
31700,0
44526,0
47676,0
9153,1
41003,0
21512,1
13810,1
45075,0
14882,1
5014,1
21982,1
44476,0
16155,1
21390,1
24146,1
19882,1
7330,1
20780,1
47627,0
8523,1
6170,1
2433,1
18066,1
15856,1
13127,1
27755,0
34820,0
39819,0
26871,0
2601,1
3872,1
39353,0
28909,0
24594,1
4596,1
30780,0
18704,1
18711,1
36283,0
5759,1
16811,1
43138,0
337,1
10330,1
47060,0
36197,0
3365,1
33525,0
31733,0
4569,1
21903,1
46531,0
45693,0
46583,0
6057,1
9932,1
3406,1
14105,1
44217,0
33155,0
47964,0
48873,0
50774,0
38128,0
8927,1
8072,1
10113,1
9750,1
10003,1
27827,0
43708,0
35331,0
30002,0
12821,1
50510,0
16362,1
47850,0
30366,0
6967,1
23527,1
13383,1
5683,1
37614,0
41087,0
24720,1
20790,1
30841,0
22148,1
34682,0
30571,0
11837,1
27012,0
24012,1
27933,0
19536,1
37991,0
8612,1
13355,1
10702,1
8487,1
41847,0
2474,1
9658,1
42037,0
30816,0
16401,1
6060,1
7968,1
43582,0
33263,0
23913,1
47335,0
43554,0
31074,0
35214,0
26726,0
13047,1
15129,1
37233,0
19778,1
8957,1
45855,0
27881,0
40430,0
43665,0
15704,1
22762,1
21084,1
41533,0
42104,0
7347,1
43015,0
30596,0
42658,0
1009,1
32814,0
32392,0
36230,0
37700,0
41322,0
8403,1
23712,1
29062,0
27382,0
34288,0
10131,1
48783,0
28746,0
19048,1
38413,0
26946,0
28920,0
10282,1
40365,0
10090,1
36642,0
22446,1
27279,0
38453,0
5317,1
29746,0
38584,0
38595,0
3986,1
13477,1
25471,1
35432,0
11945,1
41023,0
40919,0
25451,1
1104,1
15310,1
46782,0
33678,0
37504,0
27697,0
12184,1
8454,1
8566,1
36868,0
4690,1
1210,1
22642,1
36893,0
34551,0
25447,1
47849,0
45930,0
5786,1
2544,1
26779,0
11420,1
24821,1
14642,1
22912,1
2821,1
22930,1
25594,0
36420,0
41596,0
8151,1
24889,1
13351,1
13557,1
4380,1
44052,0
10174,1
23442,1
29760,0
47221,0
4566,1
26668,0
23594,1
33661,0
7139,1
49795,0
6811,1
35640,0
36295,0
45746,0
25793,0
42029,0
19429,1
5124,1
16147,1
28926,0
13145,1
47505,0
8741,1
16847,1
23585,1
37335,0
23271,1
49828,0
49102,0
20038,1
2982,1
37951,0
23890,1
31177,0
28065,0
13000,1
12517,1
21394,1
33322,0
34881,0
6335,1
8495,1
28328,0
50812,0
22668,1
21686,1
30827,0
23471,1
48441,0
39346,0
27408,0
27509,0
5977,1
33220,0
40161,0
50976,0
23614,1
1400,1
44559,0
40522,0
39744,0
33282,0
41862,0
35148,0
48375,0
21286,1
1582,1
4205,1
45695,0
1257,1
34722,0
40537,0
39704,0
22605,1
18512,1
46785,0
8806,1
50021,0
35125,0
38011,0
14319,1
26301,0
49266,0
20569,1
2947,1
17138,1
49448,0
18236,1
17095,1
27372,0
2783,1
24412,1
26731,0
13679,1
28644,0
39114,0
3448,1
32201,0
30786,0
33012,0
32367,0
40342,0
38620,0
31027,0
25267,1
96,1
6608,1
30726,0
17555,1
17551,1
28804,0
37416,0
38535,0
27475,0
37364,0
36415,0
38209,0
36129,0
26921,0
34569,0
2316,1
50326,0
14762,1
17601,1
49308,0
33940,0
16010,1
21952,1
50659,0
25761,0
37691,0
39079,0
31450,0
40674,0
36545,0
32812,0
15058,1
9663,1
2796,1
10914,1
17935,1
37741,0
50893,0
22504,1
9460,1
27670,0
27473,0
27108,0
11676,1
46708,0
43967,0
16555,1
35416,0
35555,0
5458,1
22858,1
25866,0
48864,0
37495,0
42450,0
10739,1
18804,1
28445,0
17,1
10741,1
49932,0
36491,0
23244,1
24167,1
48704,0
13143,1
50566,0
27751,0
37652,0
6610,1
32054,0
33335,0
21232,1
20708,1
18738,1
21554,1
49732,0
11995,1
43350,0
4587,1
38591,0
15847,1
36271,0
24072,1
43734,0
8905,1
47042,0
38924,0
41883,0
37794,0
38315,0
21908,1
50346,0
35780,0
8664,1
49545,0
28249,0
15906,1
8639,1
20709,1
47518,0
20971,1
7569,1
44391,0
20258,1
9162,1
22493,1
45290,0
12825,1
26127,0
5995,1
8126,1
27297,0
41326,0
33689,0
3894,1
42061,0
32788,0
6639,1
24580,1
9570,1
1949,1
28089,0
20616,1
37371,0
16672,1
44369,0
10466,1
30715,0
9384,1
46444,0
1447,1
15576,1
15037,1
23651,1
18742,1
44404,0
45516,0
41563,0
25954,0
5530,1
24714,1
24881,1
7665,1
29991,0
28466,0
29232,0
13886,1
927,1
37329,0
10518,1
33985,0
5298,1
45388,0
23768,1
43056,0
1863,1
35075,0
6396,1
36156,0
26725,0
28292,0
31597,0
39617,0
13301,1
47778,0
18181,1
3828,1
30811,0
15474,1
47426,0
45033,0
13746,1
9743,1
20471,1
11772,1
41874,0
44060,0
19726,1
27343,0
27146,0
8718,1
10993,1
3180,1
38345,0
47650,0
37774,0
27964,0
44769,0
17958,1
37604,0
37419,0
30026,0
17626,1
14627,1
17898,1
31634,0
39662,0
13784,1
47135,0
1302,1
21797,1
50705,0
5475,1
5733,1
20858,1
17313,1
41531,0
49129,0
42975,0
2402,1
28098,0
48475,0
15406,1
15329,1
31296,0
22316,1
29736,0
21774,1
28939,0
40172,0
37123,0
15907,1
5097,1
41284,0
21405,1
21739,1
14909,1
3852,1
43377,0
31193,0
42872,0
6494,1
43051,0
23765,1
714,1
10932,1
11562,1
48876,0
12991,1
37995,0
50958,0
50945,0
20558,1
50233,0
49449,0
29694,0
3816,1
41515,0
19721,1
49877,0
7862,1
6533,1
16281,1
20836,1
48097,0
31658,0
5260,1
37059,0
17302,1
20769,1
37505,0
16704,1
46666,0
33128,0
23696,1
2513,1
8199,1
19635,1
47287,0
29130,0
33270,0
7424,1
16958,1
11100,1
33404,0
11863,1
42434,0
30905,0
10920,1
27195,0
39921,0
16354,1
46862,0
16453,1
7368,1
15777,1
24091,1
853,1
40325,0
13395,1
14572,1
27234,0
2196,1
42935,0
12501,1
32654,0
13595,1
37803,0
7427,1
12157,1
30545,0
36319,0
39795,0
32196,0
2761,1
50649,0
21438,1
3656,1
36716,0
21331,1
11668,1
6256,1
47147,0
42745,0
2240,1
40277,0
14217,1
10543,1
32902,0
30769,0
4916,1
48781,0
13813,1
30806,0
36026,0
28041,0
14209,1
9853,1
27746,0
37734,0
25313,1
24583,1
15944,1
36629,0
8329,1
23867,1
7951,1
12463,1
33884,0
48599,0
23091,1
19975,1
24038,1
47117,0
7273,1
50303,0
31172,0
36022,0
15898,1
44091,0
32339,0
26821,0
4815,1
13995,1
46965,0
33223,0
2194,1
5365,1
31785,0
17575,1
5501,1
26771,0
6665,1
4588,1
43898,0
27410,0
22001,1
19089,1
18732,1
45859,0
9324,1
4946,1
35429,0
4255,1
21581,1
26404,0
16472,1
10706,1
19445,1
372,1
33133,0
31082,0
3106,1
25670,0
41659,0
27374,0
14705,1
40379,0
20358,1
40684,0
49779,0
21622,1
27682,0
36961,0
28568,0
50192,0
29168,0
12234,1
33998,0
2283,1
49272,0
9582,1
5592,1
21788,1
37545,0
8951,1
31551,0
15350,1
31525,0
42466,0
33792,0
40636,0
8283,1
43154,0
48196,0
40356,0
43507,0
6789,1
29670,0
11636,1
15418,1
26005,0
20119,1
49013,0
10947,1
33714,0
25615,0
17992,1
1692,1
25772,0
21393,1
3552,1
12885,1
37082,0
21192,1
41840,0
46525,0
21103,1
39090,0
40597,0
35874,0
1093,1
7353,1
51025,0
1461,1
26685,0
34296,0
19486,1
27653,0
45998,0
38089,0
9519,1
38167,0
50104,0
27816,0
23804,1
42978,0
14504,1
33939,0
2262,1
48989,0
40723,0
45318,0
7849,1
1976,1
22013,1
20230,1
17730,1
27069,0
18808,1
1040,1
38691,0
17216,1
33084,0
5073,1
49863,0
32004,0
37211,0
209,1
9644,1
28293,0
19565,1
28721,0
47038,0
145,1
28679,0
10355,1
43824,0
45571,0
22526,1
31444,0
11541,1
28202,0
1390,1
8295,1
19972,1
42283,0
27014,0
41143,0
35395,0
13854,1
33920,0
33923,0
47112,0
8134,1
29735,0
1383,1
19773,1
20245,1
50269,0
50014,0
21305,1
8056,1
11816,1
29137,0
29559,0
8208,1
47051,0
12264,1
25487,1
8788,1
45979,0
1458,1
13791,1
50854,0
45163,0
22328,1
34572,0
49381,0
33970,0
8102,1
44513,0
44116,0
23081,1
28783,0
13419,1
25352,1
27821,0
50809,0
3067,1
6737,1
46809,0
31953,0
10962,1
5331,1
26869,0
20157,1
44681,0
8433,1
11014,1
12542,1
6540,1
45788,0
16873,1
10362,1
20292,1
50155,0
2827,1
951,1
23600,1
39038,0
48689,0
20186,1
2308,1
3201,1
44187,0
21503,1
22895,1
28673,0
1225,1
44845,0
23047,1
49731,0
12673,1
17260,1
23615,1
48031,0
4440,1
32731,0
45273,0
13819,1
15688,1
28863,0
17106,1
15008,1
12178,1
14391,1
30968,0
22980,1
14242,1
14858,1
37616,0
31668,0
45254,0
38290,0
31847,0
9836,1
7083,1
6847,1
830,1
33612,0
14928,1
5479,1
9603,1
45049,0
49358,0
18521,1
270,1
27479,0
39602,0
2330,1
6816,1
18337,1
29689,0
45205,0
1332,1
18238,1
39119,0
17775,1
16253,1
16044,1
38528,0
18434,1
16450,1
16537,1
47530,0
40844,0
4451,1
26390,0
18326,1
18887,1
32533,0
36591,0
30105,0
24145,1
46427,0
49632,0
48714,0
40959,0
17446,1
23413,1
46219,0
15899,1
25223,1
15568,1
39035,0
1337,1
8733,1
35576,0
15292,1
15886,1
16416,1
23278,1
39312,0
41195,0
10699,1
47049,0
7120,1
44087,0
41556,0
14952,1
46297,0
16021,1
3873,1
15937,1
38892,0
38694,0
43330,0
40321,0
15760,1
5746,1
26892,0
29899,0
10156,1
17340,1
7036,1
1901,1
8605,1
4669,1
17702,1
1245,1
13092,1
2045,1
2949,1
21746,1
30683,0
10233,1
30286,0
23490,1
28571,0
42667,0
44716,0
3818,1
9569,1
5904,1
17288,1
1892,1
16369,1
47803,0
47483,0
32195,0
42007,0
27443,0
12630,1
35441,0
23437,1
28838,0
16096,1
16205,1
29179,0
49630,0
15150,1
49781,0
29021,0
13165,1
29403,0
3510,1
15491,1
11911,1
21659,1
24964,1
24968,1
12110,1
12169,1
18443,1
46197,0
14487,1
40990,0
38361,0
23073,1
8804,1
48643,0
23306,1
38211,0
48729,0
38729,0
36054,0
34245,0
28439,0
4100,1
26750,0
28655,0
43450,0
35083,0
25741,0
44292,0
45458,0
21580,1
16410,1
20829,1
29652,0
3822,1
28233,0
32173,0
2487,1
4951,1
33669,0
16034,1
45849,0
30016,0
14839,1
2099,1
25884,0
23852,1
48129,0
49355,0
7911,1
15337,1
32747,0
17463,1
25616,0
6416,1
8686,1
1643,1
3556,1
3236,1
12468,1
40724,0
43438,0
6350,1
42308,0
28039,0
32617,0
6117,1
7845,1
18203,1
20806,1
41777,0
27743,0
24140,1
26502,0
16562,1
38075,0
39599,0
24879,1
36074,0
39086,0
37024,0
12504,1
45314,0
25879,0
6744,1
12612,1
12523,1
44899,0
25105,1
33817,0
16083,1
18361,1
5466,1
6366,1
22329,1
36199,0
16291,1
16213,1
3962,1
35647,0
26903,0
2578,1
49652,0
1862,1
46721,0
39334,0
29357,0
3508,1
12705,1
47225,0
41353,0
11400,1
33272,0
31756,0
23313,1
8106,1
8595,1
49676,0
30082,0
36130,0
46483,0
13623,1
41517,0
38992,0
12188,1
28277,0
5508,1
22704,1
31427,0
39306,0
40712,0
18469,1
12549,1
20104,1
26931,0
14636,1
6331,1
45779,0
29759,0
2228,1
31000,0
47797,0
30751,0
36057,0
43830,0
9742,1
31237,0
42821,0
12024,1
3092,1
2254,1
18869,1
27207,0
38437,0
9456,1
34116,0
44157,0
43319,0
18374,1
13710,1
47140,0
2293,1
43304,0
14641,1
30456,0
40653,0
10554,1
30069,0
48025,0
7817,1
21910,1
20174,1
30386,0
19003,1
42999,0
50062,0
9106,1
34892,0
29094,0
47575,0
12163,1
37657,0
29888,0
21406,1
866,1
43385,0
37131,0
12881,1
12457,1
2203,1
33734,0
22087,1
47596,0
46557,0
32387,0
9166,1
23817,1
20944,1
12948,1
26743,0
33543,0
42626,0
44759,0
49881,0
5588,1
7358,1
25773,0
31996,0
19114,1
36395,0
17729,1
32485,0
33647,0
45396,0
34640,0
41637,0
18120,1
16716,1
8754,1
21976,1
2831,1
12921,1
20014,1
29995,0
34310,0
49775,0
168,1
18171,1
4227,1
3447,1
14313,1
30837,0
15652,1
5768,1
4400,1
33006,0
12530,1
21078,1
11194,1
26151,0
27601,0
17605,1
37838,0
13742,1
29944,0
43717,0
19432,1
40360,0
42521,0
42604,0
21234,1
13205,1
29957,0
50937,0
31817,0
13168,1
9914,1
24080,1
20201,1
20490,1
28956,0
26332,0
46358,0
45496,0
41127,0
21111,1
28683,0
41345,0
30753,0
49138,0
16477,1
24731,1
46869,0
50181,0
31328,0
11897,1
8034,1
37787,0
46151,0
32490,0
28868,0
24277,1
16195,1
29278,0
37577,0
40611,0
48615,0
4613,1
5305,1
20832,1
13117,1
27906,0
26010,0
25804,0
28546,0
11019,1
48005,0
18754,1
27676,0
19312,1
48661,0
38314,0
40690,0
27193,0
16439,1
30361,0
49177,0
24446,1
39217,0
1499,1
25306,1
19823,1
5505,1
34156,0
28403,0
25978,0
21849,1
49926,0
35256,0
2696,1
8422,1
158,1
11886,1
39113,0
39291,0
13943,1
11205,1
3395,1
42463,0
1516,1
8887,1
17639,1
39825,0
40412,0
35897,0
8699,1
43520,0
47770,0
3275,1
13873,1
31755,0
44772,0
8958,1
17153,1
11527,1
5318,1
22454,1
19194,1
47353,0
18865,1
42632,0
13053,1
50435,0
21994,1
29254,0
48186,0
49768,0
29496,0
18031,1
24967,1
4940,1
963,1
15824,1
24093,1
42472,0
34278,0
21868,1
41569,0
15746,1
897,1
7689,1
37192,0
13423,1
44774,0
45827,0
10289,1
11338,1
2498,1
43862,0
42702,0
1177,1
12232,1
48039,0
19655,1
24620,1
44741,0
16135,1
32447,0
36333,0
14826,1
49397,0
27368,0
14955,1
33485,0
34672,0
8481,1
49365,0
36921,0
20328,1
16343,1
48891,0
21254,1
30281,0
3046,1
44099,0
18425,1
34934,0
33017,0
49990,0
29731,0
49722,0
3728,1
38576,0
29558,0
13575,1
43945,0
39133,0
36278,0
7490,1
27156,0
5578,1
40269,0
9953,1
28290,0
31088,0
18296,1
12427,1
23800,1
35823,0
3384,1
39963,0
8068,1
2278,1
49822,0
16791,1
5399,1
32323,0
18703,1
34556,0
39592,0
46940,0
50470,0
14457,1
12638,1
4703,1
42848,0
15335,1
49338,0
19402,1
15842,1
21875,1
1761,1
23521,1
39690,0
50423,0
43626,0
35417,0
8602,1
34507,0
15977,1
36792,0
14266,1
32140,0
19188,1
30336,0
41767,0
23831,1
22660,1
17325,1
20204,1
37188,0
32213,0
50871,0
33117,0
22051,1
9868,1
14035,1
12583,1
30676,0
36724,0
50362,0
38991,0
29249,0
44472,0
23953,1
29805,0
9003,1
1662,1
4288,1
44747,0
27163,0
35656,0
2835,1
49796,0
29560,0
45515,0
49484,0
28117,0
7247,1
30985,0
40418,0
46134,0
48621,0
49812,0
21080,1
45018,0
116,1
3454,1
30417,0
28542,0
10730,1
47413,0
22118,1
34383,0
39654,0
49033,0
34646,0
8775,1
38665,0
34454,0
2643,1
900,1
16490,1
37456,0
46623,0
1900,1
6995,1
27054,0
9425,1
30748,0
45248,0
39712,0
6771,1
45756,0
31908,0
1075,1
16055,1
36619,0
503,1
14534,1
21382,1
13986,1
3754,1
33431,0
4138,1
2083,1
20010,1
3900,1
3482,1
5832,1
28723,0
36140,0
11579,1
45945,0
48191,0
1423,1
6628,1
49656,0
28560,0
8298,1
3391,1
9879,1
41956,0
9028,1
26962,0
31566,0
1860,1
37498,0
10765,1
42642,0
26737,0
11852,1
3511,1
15631,1
41990,0
2190,1
12959,1
22027,1
379,1
4265,1
9030,1
47224,0
20610,1
3901,1
18800,1
42780,0
31505,0
28013,0
38767,0
40868,0
15501,1
36121,0
26019,0
43892,0
12322,1
14569,1
46656,0
344,1
14599,1
27878,0
30970,0
14568,1
9135,1
43529,0
21237,1
11634,1
38640,0
31609,0
11182,1
16569,1
39292,0
30062,0
1015,1
5750,1
36272,0
23910,1
50675,0
44885,0
46271,0
36860,0
34419,0
21201,1
43511,0
859,1
19581,1
14698,1
47507,0
31319,0
38899,0
17061,1
3590,1
19348,1
12145,1
6239,1
22465,1
34238,0
18197,1
25101,1
51008,0
19212,1
19309,1
3379,1
17271,1
33509,0
45522,0
35840,0
38080,0
49003,0
14629,1
18581,1
31794,0
10057,1
33622,0
50730,0
47753,0
48929,0
17042,1
30725,0
39137,0
39566,0
46211,0
50178,0
17675,1
723,1
39281,0
46959,0
11079,1
25245,1
21450,1
3375,1
3301,1
38865,0
39053,0
29797,0
11813,1
3452,1
12514,1
46510,0
15540,1
45595,0
20299,1
13455,1
30211,0
15514,1
14134,1
1940,1
15119,1
2495,1
28691,0
19808,1
2010,1
28659,0
18811,1
47714,0
5647,1
10863,1
43561,0
48807,0
48557,0
37663,0
17169,1
36681,0
47936,0
50230,0
28862,0
47649,0
25019,1
45344,0
50343,0
1713,1
34689,0
8237,1
45052,0
726,1
28818,0
27826,0
37465,0
11794,1
21639,1
14218,1
40298,0
11761,1
33131,0
21289,1
8721,1
32833,0
8874,1
26422,0
46781,0
91,1
4008,1
35644,0
1956,1
5229,1
44129,0
31620,0
23491,1
36512,0
180,1
29431,0
41632,0
2735,1
17726,1
14645,1
48613,0
11081,1
15880,1
26071,0
19945,1
25497,1
1435,1
44359,0
24415,1
25104,1
38117,0
37206,0
1077,1
20639,1
45974,0
23365,1
49194,0
47775,0
6591,1
8165,1
21395,1
23705,1
44856,0
41653,0
31304,0
35069,0
48205,0
34529,0
3866,1
26125,0
18279,1
39891,0
37230,0
49346,0
2477,1
25997,0
6734,1
38088,0
2769,1
18265,1
35317,0
32671,0
23618,1
17912,1
33820,0
26497,0
31354,0
43822,0
15679,1
50668,0
36047,0
8296,1
31765,0
8758,1
47081,0
43092,0
26396,0
21479,1
43057,0
13538,1
6992,1
32301,0
21878,1
29661,0
48317,0
46090,0
18447,1
50271,0
12652,1
22853,1
28004,0
10925,1
17196,1
15562,1
9063,1
6244,1
33738,0
18073,1
12372,1
19864,1
11408,1
6677,1
44271,0
9374,1
16879,1
28153,0
30642,0
6490,1
33039,0
21067,1
18740,1
11782,1
13206,1
47159,0
41625,0
27652,0
6269,1
8928,1
29154,0
5658,1
17156,1
49918,0
19275,1
8201,1
28888,0
1193,1
6675,1
10806,1
13195,1
28616,0
40618,0
33458,0
1785,1
18397,1
7607,1
3629,1
5146,1
28221,0
44546,0
37662,0
47999,0
26993,0
17772,1
43636,0
49076,0
8814,1
26805,0
9695,1
9565,1
20531,1
48284,0
24794,1
36621,0
32207,0
26108,0
8592,1
37912,0
17557,1
43666,0
10387,1
32957,0
19384,1
8455,1
41006,0
1353,1
46389,0
17802,1
43777,0
19942,1
14026,1
6714,1
6372,1
31897,0
49629,0
22383,1
4864,1
3332,1
25229,1
21971,1
18126,1
9553,1
26797,0
18838,1
2270,1
1974,1
14388,1
35748,0
11198,1
22761,1
13540,1
5054,1
14600,1
12355,1
12326,1
5980,1
13151,1
12871,1
29366,0
43658,0
50900,0
45908,0
35827,0
16962,1
24296,1
47055,0
10910,1
11585,1
26602,0
31378,0
16800,1
47350,0
50079,0
34656,0
5520,1
36569,0
46738,0
26223,0
33276,0
17823,1
21455,1
14784,1
17750,1
5953,1
39692,0
33653,0
33552,0
33067,0
30735,0
35755,0
10235,1
43261,0
31216,0
53,1
39664,0
17668,1
22021,1
24838,1
20109,1
35471,0
6888,1
23168,1
35602,0
22031,1
25632,0
39575,0
2553,1
17104,1
48467,0
45704,0
11016,1
42347,0
39473,0
37523,0
26354,0
24735,1
41216,0
7143,1
44339,0
45137,0
41827,0
28257,0
41144,0
7541,1
29174,0
12499,1
28282,0
44545,0
8153,1
31387,0
47924,0
10471,1
5253,1
9847,1
36328,0
32692,0
48394,0
7640,1
1654,1
3952,1
22295,1
6097,1
40852,0
13915,1
18749,1
4682,1
23543,1
17211,1
332,1
10068,1
27551,0
3150,1
30969,0
13479,1
16324,1
13850,1
42273,0
19013,1
37843,0
15659,1
8742,1
9188,1
11292,1
11180,1
11457,1
43231,0
17944,1
39490,0
9343,1
21386,1
49034,0
850,1
18684,1
21241,1
11314,1
21761,1
47142,0
43131,0
30549,0
36607,0
31649,0
42035,0
37409,0
38275,0
42891,0
35016,0
6101,1
41576,0
46867,0
2902,1
38995,0
14721,1
994,1
6189,1
39584,0
1134,1
31753,0
21529,1
25273,1
50130,0
13229,1
27016,0
31569,0
41441,0
3663,1
44938,0
5963,1
13929,1
31056,0
20179,1
33524,0
15896,1
28793,0
41843,0
6005,1
5166,1
40361,0
6138,1
